"","caseid","age","earnings","scores_cognitive_skill","meduc","feduc","faminc79","numsibs","tuit4","school","yob"
"758",190,27,44438.70703125,-1.99229860305786,4,5,1.986781001091,4,0.175853997468948,0,1962
"759",190,28,52700.8515625,-1.99229860305786,4,5,1.986781001091,4,0.175853997468948,0,1962
"760",190,29,50572.70703125,-1.99229860305786,4,5,1.986781001091,4,0.175853997468948,0,1962
"761",191,26,22405.212890625,-1.0675402879715,4,8,0.5,3,0.305949598550797,0,1959
"762",191,27,15711.6826171875,-1.0675402879715,4,8,0.5,3,0.305949598550797,0,1959
"763",191,28,16674.29296875,-1.0675402879715,4,8,0.5,3,0.305949598550797,0,1959
"764",191,29,17467.4609375,-1.0675402879715,4,8,0.5,3,0.305949598550797,0,1959
"765",192,26,14556.216796875,-0.778036713600159,4,4,1.89999997615814,1,0.175853997468948,0,1962
"766",192,27,18053.2265625,-0.778036713600159,4,4,1.89999997615814,1,0.175853997468948,0,1962
"767",192,28,17127.779296875,-0.778036713600159,4,4,1.89999997615814,1,0.175853997468948,0,1962
"768",192,29,18950.841796875,-0.778036713600159,4,4,1.89999997615814,1,0.175853997468948,0,1962
"769",193,26,29530.068359375,-0.917646586894989,4,3,2.20000004768372,2,0.308973133563995,0,1959
"770",193,27,29149.869140625,-0.917646586894989,4,3,2.20000004768372,2,0.308973133563995,0,1959
"771",193,28,33348.6015625,-0.917646586894989,4,3,2.20000004768372,2,0.308973133563995,0,1959
"772",193,29,43668.6328125,-0.917646586894989,4,3,2.20000004768372,2,0.308973133563995,0,1959
"773",194,26,20004.6484375,-0.931893169879913,4,1,0.818000018596649,15,0.308973133563995,0,1959
"774",194,27,23567.525390625,-0.931893169879913,4,1,0.818000018596649,15,0.308973133563995,0,1959
"775",194,28,33766.97265625,-0.931893169879913,4,1,0.818000018596649,15,0.308973133563995,0,1959
"776",194,29,33479.28125,-0.931893169879913,4,1,0.818000018596649,15,0.308973133563995,0,1959
"777",195,26,60512.07421875,-0.214422792196274,3,3,1.70000004768372,4,0.166473001241684,1,1957
"778",195,27,66294.546875,-0.214422792196274,3,3,1.70000004768372,4,0.166473001241684,1,1957
"779",195,28,60814.125,-0.214422792196274,3,3,1.70000004768372,4,0.166473001241684,1,1957
"780",195,29,62846.73046875,-0.214422792196274,3,3,1.70000004768372,4,0.166473001241684,1,1957
"781",196,26,30568.03515625,-2.63089871406555,2,1,1.39999997615814,1,0.151679992675781,0,1962
"782",196,27,37495.16015625,-2.63089871406555,2,1,1.39999997615814,1,0.151679992675781,0,1962
"783",196,28,40843.15625,-2.63089871406555,2,1,1.39999997615814,1,0.151679992675781,0,1962
"784",196,29,31607.923828125,-2.63089871406555,2,1,1.39999997615814,1,0.151679992675781,0,1962
"785",197,26,49720.88671875,0.0821445137262344,3,4,1.65222442150116,3,0.261095643043518,0,1958
"786",197,27,48011.1328125,0.0821445137262344,3,4,1.65222442150116,3,0.261095643043518,0,1958
"787",197,28,47135.03515625,0.0821445137262344,3,4,1.65222442150116,3,0.261095643043518,0,1958
"788",197,29,43959.4921875,0.0821445137262344,3,4,1.65222442150116,3,0.261095643043518,0,1958
"789",198,26,16664.515625,-1.08055782318115,3,4,1.5,2,0.166154995560646,0,1963
"790",198,27,13175.212890625,-1.08055782318115,3,4,1.5,2,0.166154995560646,0,1963
"791",198,28,22757.716796875,-1.08055782318115,3,4,1.5,2,0.166154995560646,0,1963
"792",198,29,22092.650390625,-1.08055782318115,3,4,1.5,2,0.166154995560646,0,1963
"793",199,26,27218.7265625,-0.486374318599701,4,4,2.29999995231628,1,0.166154995560646,0,1963
"794",199,27,24637.6484375,-0.486374318599701,4,4,2.29999995231628,1,0.166154995560646,0,1963
"795",199,28,22757.716796875,-0.486374318599701,4,4,2.29999995231628,1,0.166154995560646,0,1963
"796",199,29,36821.1015625,-0.486374318599701,4,4,2.29999995231628,1,0.166154995560646,0,1963
"797",200,26,29391.556640625,-2.33470749855042,4,4,1.29999995231628,3,0.183225005865097,0,1957
"798",200,27,24860.455078125,-2.33470749855042,4,4,1.29999995231628,3,0.183225005865097,0,1957
"799",200,28,28806.69140625,-2.33470749855042,4,4,1.29999995231628,3,0.183225005865097,0,1957
"800",200,29,32994.515625,-2.33470749855042,4,4,1.29999995231628,3,0.183225005865097,0,1957
"801",201,26,69728.8515625,1.39615678787231,4,7,7.50010013580322,7,0.192393943667412,1,1961
"802",201,27,50946.75,1.39615678787231,4,7,7.50010013580322,7,0.192393943667412,1,1961
"803",201,28,37495.16015625,1.39615678787231,4,7,7.50010013580322,7,0.192393943667412,1,1961
"804",201,29,32938.01953125,1.39615678787231,4,7,7.50010013580322,7,0.192393943667412,1,1961
"805",202,26,66294.546875,0.548997402191162,4,7,1.20299994945526,3,0.257014155387878,0,1958
"806",202,27,62414.47265625,0.548997402191162,4,7,1.20299994945526,3,0.257014155387878,0,1958
"807",202,28,15711.6826171875,0.548997402191162,4,7,1.20299994945526,3,0.257014155387878,0,1958
"808",202,29,30316.908203125,0.548997402191162,4,7,1.20299994945526,3,0.257014155387878,0,1958
"809",203,26,31940.3359375,-0.818149864673615,4,3,2.40000009536743,1,0.166154995560646,0,1963
"810",203,27,30961.740234375,-0.818149864673615,4,3,2.40000009536743,1,0.166154995560646,0,1963
"811",203,28,30343.607421875,-0.818149864673615,4,3,2.40000009536743,1,0.166154995560646,0,1963
"812",203,29,33138.9765625,-0.818149864673615,4,3,2.40000009536743,1,0.166154995560646,0,1963
"813",204,26,29391.556640625,-0.655020713806152,2,2,1.70000004768372,7,0.183225005865097,0,1957
"814",204,27,26517.802734375,-0.655020713806152,2,2,1.70000004768372,7,0.183225005865097,0,1957
"815",204,28,27526.388671875,-0.655020713806152,2,2,1.70000004768372,7,0.183225005865097,0,1957
"816",204,29,29852.18359375,-0.655020713806152,2,2,1.70000004768372,7,0.183225005865097,0,1957
"817",205,26,22777.5625,0.400146961212158,4,6,2,2,0.0907944813370705,0,1962
"818",205,27,23330.328125,0.400146961212158,4,6,2,2,0.0907944813370705,0,1962
"819",205,28,26959.119140625,0.400146961212158,4,6,2,2,0.0907944813370705,0,1962
"820",205,29,31607.923828125,0.400146961212158,4,6,2,2,0.0907944813370705,0,1962
"821",206,26,20896.5234375,-0.126113682985306,3,8,5,3,0.107315123081207,1,1960
"822",206,27,34864.4453125,-0.126113682985306,3,8,5,3,0.107315123081207,1,1960
"823",206,28,42213.0234375,-0.126113682985306,3,8,5,3,0.107315123081207,1,1960
"824",206,29,49993.5703125,-0.126113682985306,3,8,5,3,0.107315123081207,1,1960
"825",207,26,48409.65625,-0.707847118377686,4,2,5.28000020980835,3,0.0174499992281199,0,1957
"826",207,27,66294.546875,-0.707847118377686,4,2,5.28000020980835,3,0.0174499992281199,0,1957
"827",207,28,22405.212890625,-0.707847118377686,4,2,5.28000020980835,3,0.0174499992281199,0,1957
"828",207,29,47135.03515625,-0.707847118377686,4,2,5.28000020980835,3,0.0174499992281199,0,1957
"829",208,26,31832.748046875,1.36406910419464,5,8,6,2,0.0999940484762192,1,1961
"830",208,27,32023.6640625,1.36406910419464,5,8,6,2,0.0999940484762192,1,1961
"831",208,28,32495.810546875,1.36406910419464,5,8,6,2,0.0999940484762192,1,1961
"832",208,29,34519.04296875,1.36406910419464,5,8,6,2,0.0999940484762192,1,1961
"833",209,26,29852.18359375,0.941713571548462,4,4,1.79212915897369,1,0.130639985203743,1,1960
"834",209,27,40927.8125,0.941713571548462,4,4,1.79212915897369,1,0.130639985203743,1,1960
"835",209,28,43668.6328125,0.941713571548462,4,4,1.79212915897369,1,0.130639985203743,1,1960
"836",209,29,43050,0.941713571548462,4,4,1.79212915897369,1,0.130639985203743,1,1960
"837",210,26,47802.15625,1.31276857852936,7,7,4.5,3,0.158056110143661,1,1963
"838",210,27,49407.02734375,1.31276857852936,7,7,4.5,3,0.158056110143661,1,1963
"839",210,28,48676.21875,1.31276857852936,7,7,4.5,3,0.158056110143661,1,1963
"840",210,29,47253.76171875,1.31276857852936,7,7,4.5,3,0.158056110143661,1,1963
"841",211,26,13438.7109375,0.856665909290314,7,8,0.800000011920929,1,0.168171525001526,1,1964
"842",211,27,13528.1943359375,0.856665909290314,7,8,0.800000011920929,1,0.168171525001526,1,1964
"843",211,28,27002.140625,0.856665909290314,7,8,0.800000011920929,1,0.168171525001526,1,1964
"844",211,29,13108.650390625,0.856665909290314,7,8,0.800000011920929,1,0.168171525001526,1,1964
"845",212,26,19888.36328125,0.978673934936523,5,4,0.400000005960464,1,0.230477005243301,1,1958
"846",212,27,12802.9736328125,0.978673934936523,5,4,0.400000005960464,1,0.230477005243301,1,1958
"847",212,28,18854.021484375,0.978673934936523,5,4,0.400000005960464,1,0.230477005243301,1,1958
"848",212,29,22737.669921875,0.978673934936523,5,4,0.400000005960464,1,0.230477005243301,1,1958
"849",213,26,33479.28125,-0.541918992996216,4,3,5,2,0.139317035675049,0,1962
"850",213,27,55548.38671875,-0.541918992996216,4,3,5,2,0.139317035675049,0,1962
"851",213,28,31620.49609375,-0.541918992996216,4,3,5,2,0.139317035675049,0,1962
"852",213,29,40458.16015625,-0.541918992996216,4,3,5,2,0.139317035675049,0,1962
"853",214,26,19204.4609375,-1.98735368251801,4,6,2.48000001907349,4,0.261827945709229,0,1959
"854",214,27,10998.1767578125,-1.98735368251801,4,6,2.48000001907349,4,0.261827945709229,0,1959
"855",214,28,10610.9208984375,-1.98735368251801,4,6,2.48000001907349,4,0.261827945709229,0,1959
"856",214,29,11062.7236328125,-1.98735368251801,4,6,2.48000001907349,4,0.261827945709229,0,1959
"857",215,26,35208.1640625,0.0827163606882095,4,6,2.99000000953674,4,0.185305669903755,0,1959
"858",215,27,32994.515625,0.0827163606882095,4,6,2.99000000953674,4,0.185305669903755,0,1959
"859",215,28,41230.9921875,0.0827163606882095,4,6,2.99000000953674,4,0.185305669903755,0,1959
"860",215,29,33479.28125,0.0827163606882095,4,6,2.99000000953674,4,0.185305669903755,0,1959
"861",216,26,21688.76171875,0.452685326337814,4,6,2.99000000953674,4,0.166713207960129,0,1962
"862",216,27,5758.98193359375,0.452685326337814,4,6,2.99000000953674,4,0.166713207960129,0,1962
"863",216,28,19463.73828125,0.452685326337814,4,6,2.99000000953674,4,0.166713207960129,0,1962
"864",216,29,8951.3681640625,0.452685326337814,4,6,2.99000000953674,4,0.166713207960129,0,1962
"865",217,26,20378.689453125,-1.52206540107727,4,6,2.5,3,0.166713207960129,0,1962
"866",217,27,12498.392578125,-1.52206540107727,4,6,2.5,3,0.166713207960129,0,1962
"867",217,28,13175.212890625,-1.52206540107727,4,6,2.5,3,0.166713207960129,0,1962
"868",217,29,15171.810546875,-1.52206540107727,4,6,2.5,3,0.166713207960129,0,1962
"869",218,26,31940.3359375,0.910606741905212,5,6,4,2,0.207954987883568,1,1963
"870",218,27,26086.923828125,0.910606741905212,5,6,4,2,0.207954987883568,1,1963
"871",218,28,30343.607421875,0.910606741905212,5,6,4,2,0.207954987883568,1,1963
"872",218,29,20865.27734375,0.910606741905212,5,6,4,2,0.207954987883568,1,1963
"873",219,26,65181.33984375,1.13043940067291,4,6,4,3,0.17972669005394,1,1961
"874",219,27,55313.62109375,1.13043940067291,4,6,4,3,0.17972669005394,1,1961
"875",219,28,66658.0625,1.13043940067291,4,6,4,3,0.17972669005394,1,1961
"876",219,29,56653.37890625,1.13043940067291,4,6,4,3,0.17972669005394,1,1961
"877",220,26,31150.283203125,-0.359951972961426,7,5,3,1,0.134784549474716,0,1962
"878",220,27,29162.91015625,-0.359951972961426,7,5,3,1,0.134784549474716,0,1962
"879",220,28,36890.58984375,-0.359951972961426,7,5,3,1,0.134784549474716,0,1962
"880",220,29,45515.41015625,-0.359951972961426,7,5,3,1,0.134784549474716,0,1962
"881",221,26,15158.447265625,-1.38968205451965,3,3,1.39999997615814,3,0.159399807453156,0,1961
"882",221,27,11353.8447265625,-1.38968205451965,3,3,1.39999997615814,3,0.159399807453156,0,1961
"883",221,28,13887.0966796875,-1.38968205451965,3,3,1.39999997615814,3,0.159399807453156,0,1961
"884",221,29,17127.779296875,-1.38968205451965,3,3,1.39999997615814,3,0.159399807453156,0,1961
"885",222,26,33329.046875,-1.00785624980927,3,3,1.39999997615814,3,0.121548779308796,0,1963
"886",222,27,15810.255859375,-1.00785624980927,3,3,1.39999997615814,3,0.121548779308796,0,1963
"887",222,28,22757.716796875,-1.00785624980927,3,3,1.39999997615814,3,0.121548779308796,0,1963
"888",222,29,17183.177734375,-1.00785624980927,3,3,1.39999997615814,3,0.121548779308796,0,1963
"889",223,26,42213.0234375,0.360866725444794,3,4,1.5,1,0.134784549474716,0,1962
"890",223,27,34717.7578125,0.360866725444794,3,4,1.5,1,0.134784549474716,0,1962
"891",223,28,14492.736328125,0.360866725444794,3,4,1.5,1,0.134784549474716,0,1962
"892",223,29,13907.4931640625,0.360866725444794,3,4,1.5,1,0.134784549474716,0,1962
"893",224,26,35573.078125,-0.334327936172485,4,4,1.5,2,0.122274227440357,0,1964
"894",224,27,31607.923828125,-0.334327936172485,4,4,1.5,2,0.122274227440357,0,1964
"895",224,28,35593.7421875,-0.334327936172485,4,4,1.5,2,0.122274227440357,0,1964
"896",224,29,32771.609375,-0.334327936172485,4,4,1.5,2,0.122274227440357,0,1964
"897",225,26,28985.45703125,0.492907077074051,4,4,2,2,0.143895000219345,0,1964
"898",225,27,18964.763671875,0.492907077074051,4,4,2,2,0.143895000219345,0,1964
"899",225,28,10678.123046875,0.492907077074051,4,4,2,2,0.143895000219345,0,1964
"900",225,29,14300.3447265625,0.492907077074051,4,4,2,2,0.143895000219345,0,1964
"901",226,26,13642.6083984375,0.068956732749939,4,4,1.12000000476837,3,0.159399807453156,0,1961
"902",226,27,19650.884765625,0.068956732749939,4,4,1.12000000476837,3,0.159399807453156,0,1961
"903",226,28,18053.2265625,0.068956732749939,4,4,1.12000000476837,3,0.159399807453156,0,1961
"904",226,29,13175.212890625,0.068956732749939,4,4,1.12000000476837,3,0.159399807453156,0,1961
"905",227,26,15158.447265625,0.237742871046066,4,4,1.89999997615814,5,0.159399807453156,0,1961
"906",227,27,27652.4453125,0.237742871046066,4,4,1.89999997615814,5,0.159399807453156,0,1961
"907",227,28,24996.7734375,0.237742871046066,4,4,1.89999997615814,5,0.159399807453156,0,1961
"908",227,29,25823.40625,0.237742871046066,4,4,1.89999997615814,5,0.159399807453156,0,1961
"909",228,26,42355.65625,1.46700036525726,7,6,2.29999995231628,3,0.121548779308796,1,1963
"910",228,27,52700.8515625,1.46700036525726,7,6,2.29999995231628,3,0.121548779308796,1,1963
"911",228,28,50572.70703125,1.46700036525726,7,6,2.29999995231628,3,0.121548779308796,1,1963
"912",228,29,60754.8203125,1.46700036525726,7,6,2.29999995231628,3,0.121548779308796,1,1963
"913",229,26,30407.076171875,0.133962541818619,4,4,1.67999994754791,3,0.266502410173416,0,1959
"914",229,27,30951.99609375,0.133962541818619,4,4,1.67999994754791,3,0.266502410173416,0,1959
"915",229,28,31832.748046875,0.133962541818619,4,4,1.67999994754791,3,0.266502410173416,0,1959
"916",229,29,30568.03515625,0.133962541818619,4,4,1.67999994754791,3,0.266502410173416,0,1959
"917",230,26,48604.828125,1.4943767786026,4,7,2.29999995231628,3,0.121548779308796,1,1963
"918",230,27,54018.3671875,1.4943767786026,4,7,2.29999995231628,3,0.121548779308796,1,1963
"919",230,28,53101.328125,1.4943767786026,4,7,2.29999995231628,3,0.121548779308796,1,1963
"920",230,29,54004.2578125,1.4943767786026,4,7,2.29999995231628,3,0.121548779308796,1,1963
"921",231,26,21252.0703125,-0.375687181949615,4,4,2.09579992294312,6,0.134784549474716,0,1962
"922",231,27,22080.474609375,-0.375687181949615,4,4,2.09579992294312,6,0.134784549474716,0,1962
"923",231,28,23583.625,-0.375687181949615,4,4,2.09579992294312,6,0.134784549474716,0,1962
"924",231,29,24022.01953125,-0.375687181949615,4,4,2.09579992294312,6,0.134784549474716,0,1962
"925",232,26,29112.419921875,-0.65202784538269,4,4,2.09579992294312,6,0.134784549474716,0,1962
"926",232,27,24996.7734375,-0.65202784538269,4,4,2.09579992294312,6,0.134784549474716,0,1962
"927",232,28,42160.68359375,-0.65202784538269,4,4,2.09579992294312,6,0.134784549474716,0,1962
"928",232,29,35400.8828125,-0.65202784538269,4,4,2.09579992294312,6,0.134784549474716,0,1962
"929",233,26,31295.861328125,-0.127156317234039,7,7,3,1,0.134784549474716,0,1962
"930",233,27,35412.09375,-0.127156317234039,7,7,3,1,0.134784549474716,0,1962
"931",233,28,36890.58984375,-0.127156317234039,7,7,3,1,0.134784549474716,0,1962
"932",233,29,36665.203125,-0.127156317234039,7,7,3,1,0.134784549474716,0,1962
"933",234,26,41493.9765625,1.01087021827698,4,6,4.5,3,0.107243910431862,1,1957
"934",234,27,31489.892578125,1.01087021827698,4,6,4.5,3,0.107243910431862,1,1957
"935",234,28,56012.99609375,1.01087021827698,4,6,4.5,3,0.107243910431862,1,1957
"936",234,29,94270.1015625,1.01087021827698,4,6,4.5,3,0.107243910431862,1,1957
"937",235,26,56745.46875,1.23973321914673,8,8,4.5,1,0.0717474669218063,1,1963
"938",235,27,57914.30078125,1.23973321914673,8,8,4.5,1,0.0717474669218063,1,1963
"939",235,28,58158.609375,1.23973321914673,8,8,4.5,1,0.0717474669218063,1,1963
"940",235,29,61123.04296875,1.23973321914673,8,8,4.5,1,0.0717474669218063,1,1963
"941",236,26,27774.205078125,0.0976766496896744,5,5,2.12668585777283,5,0.0717474669218063,0,1963
"942",236,27,43478.1875,0.0976766496896744,5,5,2.12668585777283,5,0.0717474669218063,0,1963
"943",236,28,46779.734375,0.0976766496896744,5,5,2.12668585777283,5,0.0717474669218063,0,1963
"944",236,29,47867.4375,0.0976766496896744,5,5,2.12668585777283,5,0.0717474669218063,0,1963
"945",237,26,39279.19140625,-0.975320219993591,4,4,2.5,1,0.10593918710947,0,1960
"946",237,27,40927.8125,-0.975320219993591,4,4,2.5,1,0.10593918710947,0,1960
"947",237,28,50946.75,-0.975320219993591,4,4,2.5,1,0.10593918710947,0,1960
"948",237,29,34717.7578125,-0.975320219993591,4,4,2.5,1,0.10593918710947,0,1960
"949",238,26,21996.33984375,1.17239117622375,7,7,6,2,0.0550959967076778,1,1960
"950",238,27,7579.22705078125,1.17239117622375,7,7,6,2,0.0550959967076778,1,1960
"951",238,28,5531.359375,1.17239117622375,7,7,6,2,0.0550959967076778,1,1960
"952",238,29,27774.205078125,1.17239117622375,7,7,6,2,0.0550959967076778,1,1960
"953",239,26,20746.98046875,0.192046493291855,6,6,1.20000004768372,3,0.114294089376926,1,1957
"954",239,27,31489.892578125,0.192046493291855,6,6,1.20000004768372,3,0.114294089376926,1,1957
"955",239,28,32007.451171875,0.192046493291855,6,6,1.20000004768372,3,0.114294089376926,1,1957
"956",239,29,20425.171875,0.192046493291855,6,6,1.20000004768372,3,0.114294089376926,1,1957
"957",240,26,34255.54296875,0.16577085852623,4,4,1.79999995231628,2,0.147152990102768,0,1964
"958",240,27,36918.078125,0.16577085852623,4,4,1.79999995231628,2,0.147152990102768,0,1964
"959",240,28,42467.00390625,0.16577085852623,4,4,1.79999995231628,2,0.147152990102768,0,1964
"960",240,29,35718.67578125,0.16577085852623,4,4,1.79999995231628,2,0.147152990102768,0,1964
"961",241,26,15158.447265625,0.279344379901886,5,6,0.879999995231628,1,0.206711649894714,0,1961
"962",241,27,17467.4609375,0.279344379901886,5,6,0.879999995231628,1,0.206711649894714,0,1961
"963",241,28,18053.2265625,0.279344379901886,5,6,0.879999995231628,1,0.206711649894714,0,1961
"964",241,29,15810.255859375,0.279344379901886,5,6,0.879999995231628,1,0.206711649894714,0,1961
"965",242,26,9095.072265625,-0.404336273670197,4,6,2.20000004768372,3,0.0578673221170902,0,1961
"966",242,27,14556.216796875,-0.404336273670197,4,6,2.20000004768372,3,0.0578673221170902,0,1961
"967",242,28,6943.55126953125,-0.404336273670197,4,6,2.20000004768372,3,0.0578673221170902,0,1961
"968",242,29,6587.603515625,-0.404336273670197,4,6,2.20000004768372,3,0.0578673221170902,0,1961
"969",243,26,16370.1923828125,0.353869378566742,4,7,4,5,0.0371049977838993,0,1964
"970",243,27,15709.13671875,0.353869378566742,4,7,4,5,0.0371049977838993,0,1964
"971",243,28,15636.689453125,0.353869378566742,4,7,4,5,0.0371049977838993,0,1964
"972",243,29,15182.203125,0.353869378566742,4,7,4,5,0.0371049977838993,0,1964
"973",244,26,27667.95703125,-0.284460425376892,8,8,4,1,0.0371049977838993,0,1964
"974",244,27,29079.2890625,-0.284460425376892,8,8,4,1,0.0371049977838993,0,1964
"975",244,28,28229.51171875,-0.284460425376892,8,8,4,1,0.0371049977838993,0,1964
"976",244,29,26217.3125,-0.284460425376892,8,8,4,1,0.0371049977838993,0,1964
"977",245,26,60857.8125,1.43417966365814,6,7,2.65589475631714,1,0.0677059963345528,1,1957
"978",245,27,69609.2578125,1.43417966365814,6,7,2.65589475631714,1,0.0677059963345528,1,1957
"979",245,28,72016.765625,1.43417966365814,6,7,2.65589475631714,1,0.0677059963345528,1,1957
"980",245,29,78558.421875,1.43417966365814,6,7,2.65589475631714,1,0.0677059963345528,1,1957
"981",246,26,34717.7578125,0.815645575523376,4,5,1.986781001091,2,0.0461889989674091,1,1963
"982",246,27,23715.384765625,0.815645575523376,4,5,1.986781001091,2,0.0461889989674091,1,1963
"983",246,28,34136.57421875,0.815645575523376,4,5,1.986781001091,2,0.0461889989674091,1,1963
"984",246,29,33138.9765625,0.815645575523376,4,5,1.986781001091,2,0.0461889989674091,1,1963
"985",247,26,20746.98046875,0.342649042606354,8,8,4.5,5,0.0677059963345528,0,1957
"986",247,27,19888.36328125,0.342649042606354,8,8,4.5,5,0.0677059963345528,0,1957
"987",247,28,22405.212890625,0.342649042606354,8,8,4.5,5,0.0677059963345528,0,1957
"988",247,29,23567.525390625,0.342649042606354,8,8,4.5,5,0.0677059963345528,0,1957
"989",248,26,27656.796875,0.811291515827179,3,4,1.89999997615814,1,0.328623652458191,0,1962
"990",248,27,28051.9296875,0.811291515827179,3,4,1.89999997615814,1,0.328623652458191,0,1962
"991",248,28,30302.978515625,0.811291515827179,3,4,1.89999997615814,1,0.328623652458191,0,1962
"992",248,29,31607.923828125,0.811291515827179,3,4,1.89999997615814,1,0.328623652458191,0,1962
"993",249,26,19441.939453125,-2.0184645652771,2,2,2.34960007667542,3,0.330578565597534,0,1963
"994",249,27,15810.255859375,-2.0184645652771,2,2,2.34960007667542,3,0.330578565597534,0,1963
"995",249,28,15171.810546875,-2.0184645652771,2,2,2.34960007667542,3,0.330578565597534,0,1963
"996",249,29,14728.4345703125,-2.0184645652771,2,2,2.34960007667542,3,0.330578565597534,0,1963
"997",250,26,48706.21875,1.46487832069397,4,4,2.20000004768372,1,0.337477624416351,1,1960
"998",250,27,54570.4375,1.46487832069397,4,4,2.20000004768372,1,0.337477624416351,1,1960
"999",250,28,58224.8671875,1.46487832069397,4,4,2.20000004768372,1,0.337477624416351,1,1960
"1000",250,29,58325.79296875,1.46487832069397,4,4,2.20000004768372,1,0.337477624416351,1,1960
"1001",251,26,28179.560546875,-0.677951395511627,4,4,2.70000004768372,2,0.354452729225159,0,1961
"1002",251,27,30568.03515625,-0.677951395511627,4,4,2.70000004768372,2,0.354452729225159,0,1961
"1003",251,28,28885.1484375,-0.677951395511627,4,4,2.70000004768372,2,0.354452729225159,0,1961
"1004",251,29,22808.927734375,-0.677951395511627,4,4,2.70000004768372,2,0.354452729225159,0,1961
"1005",252,26,15275.806640625,-0.833567917346954,4,4,4,2,0.330578565597534,0,1963
"1006",252,27,10540.169921875,-0.833567917346954,4,4,4,2,0.330578565597534,0,1963
"1007",252,28,17700.43359375,-0.833567917346954,4,4,4,2,0.330578565597534,0,1963
"1008",252,29,15955.8046875,-0.833567917346954,4,4,4,2,0.330578565597534,0,1963
"1009",253,26,8170.0732421875,-2.47550654411316,2,3,1,3,0.337477624416351,0,1960
"1010",253,27,8337.150390625,-2.47550654411316,2,3,1,3,0.337477624416351,0,1960
"1011",253,28,9953.5419921875,-2.47550654411316,2,3,1,3,0.337477624416351,0,1960
"1012",253,29,12287.302734375,-2.47550654411316,2,3,1,3,0.337477624416351,0,1960
"1013",254,26,18053.2265625,-2.10415840148926,2,3,1,3,0.330578565597534,0,1963
"1014",254,27,19762.8203125,-2.10415840148926,2,3,1,3,0.330578565597534,0,1963
"1015",254,28,23384.814453125,-2.10415840148926,2,3,1,3,0.330578565597534,0,1963
"1016",254,29,20865.27734375,-2.10415840148926,2,3,1,3,0.330578565597534,0,1963
"1017",255,26,17282.853515625,-0.220504447817802,4,4,0.916499972343445,2,0.337477624416351,0,1960
"1018",255,27,18190.13671875,-0.220504447817802,4,4,0.916499972343445,2,0.337477624416351,0,1960
"1019",255,28,17467.4609375,-0.220504447817802,4,4,0.916499972343445,2,0.337477624416351,0,1960
"1020",255,29,17358.87109375,-0.220504447817802,4,4,0.916499972343445,2,0.337477624416351,0,1960
"1021",256,26,20004.6484375,-1.20277464389801,3,3,1.5,3,0.481666266918182,0,1959
"1022",256,27,21996.33984375,-1.20277464389801,3,3,1.5,3,0.481666266918182,0,1959
"1023",256,28,19705.984375,-1.20277464389801,3,3,1.5,3,0.481666266918182,0,1959
"1024",256,29,20378.689453125,-1.20277464389801,3,3,1.5,3,0.481666266918182,0,1959
"1025",257,26,50946.75,0.149123579263687,4,3,1.59747707843781,1,0.229161888360977,0,1962
"1026",257,27,44438.70703125,0.149123579263687,4,3,1.59747707843781,1,0.229161888360977,0,1962
"1027",257,28,55335.890625,0.149123579263687,4,3,1.59747707843781,1,0.229161888360977,0,1962
"1028",257,29,48044.0625,0.149123579263687,4,3,1.59747707843781,1,0.229161888360977,0,1962
"1029",258,26,29112.419921875,0.144397780299187,7,7,3.36800003051758,2,0.229161888360977,1,1962
"1030",258,27,26385.494140625,0.144397780299187,7,7,3.36800003051758,2,0.229161888360977,1,1962
"1031",258,28,32938.01953125,0.144397780299187,7,7,3.36800003051758,2,0.229161888360977,1,1962
"1032",258,29,25286.337890625,0.144397780299187,7,7,3.36800003051758,2,0.229161888360977,1,1962
"1033",259,26,20463.9140625,-1.43333148956299,4,4,0.899999976158142,1,0.270947813987732,0,1961
"1034",259,27,34934.90234375,-1.43333148956299,4,4,0.899999976158142,1,0.270947813987732,0,1961
"1035",259,28,31940.3359375,-1.43333148956299,4,4,0.899999976158142,1,0.270947813987732,0,1961
"1036",259,29,27667.95703125,-1.43333148956299,4,4,0.899999976158142,1,0.270947813987732,0,1961
"1037",260,26,29537.951171875,0.511671900749207,4,4,2.20000004768372,2,0.257971853017807,0,1960
"1038",260,27,36380.2890625,0.511671900749207,4,4,2.20000004768372,2,0.257971853017807,0,1960
"1039",260,28,40757.3984375,0.511671900749207,4,4,2.20000004768372,2,0.257971853017807,0,1960
"1040",260,29,47216.1484375,0.511671900749207,4,4,2.20000004768372,2,0.257971853017807,0,1960
"1041",261,26,47216.1484375,-0.68511962890625,3,7,1.60000002384186,3,0.218479201197624,0,1963
"1042",261,27,51383.3125,-0.68511962890625,3,7,1.60000002384186,3,0.218479201197624,0,1963
"1043",261,28,48044.0625,-0.68511962890625,3,7,1.60000002384186,3,0.218479201197624,0,1963
"1044",261,29,52776.90234375,-0.68511962890625,3,7,1.60000002384186,3,0.218479201197624,0,1963
"1045",262,26,48507.02734375,0.494049400091171,4,4,1.75,2,0.270947813987732,0,1961
"1046",262,27,48035.49609375,0.494049400091171,4,4,1.75,2,0.270947813987732,0,1961
"1047",262,28,38883.86328125,0.494049400091171,4,4,1.75,2,0.270947813987732,0,1961
"1048",262,29,51383.3125,0.494049400091171,4,4,1.75,2,0.270947813987732,0,1961
