"caseid","xsa","xsb","xsb2","xsbc","xsbc2","xsc","za","zb","zc","zd","ze","zf","zg","school"
183,4.0,38.0,366.0,54.0,734.0,12.144197251957559,1.0,9.469935963225351,10.757902890837668,4.0,1.37808966636658,7.0,7.0,1.0
184,4.0,22.0,126.0,6.0,14.0,11.813351499960818,1.0,9.39930978092268,10.427057138840928,0.0,-0.205187648534775,4.0,7.0,0.0
185,4.0,38.0,366.0,54.0,734.0,11.184421404620931,1.0,9.410278850331009,9.79812704350104,3.0,-2.02217650413513,4.0,8.0,1.0
186,4.0,38.0,366.0,54.0,734.0,12.055249744706353,1.0,9.378555310908643,10.668955383586463,2.0,-0.256187319755554,4.0,8.0,1.0
187,4.0,38.0,366.0,54.0,734.0,11.982929094215963,1.0,9.386146577975612,10.596634733096073,2.0,-0.159043222665787,7.0,7.0,1.0
188,4.0,38.0,366.0,54.0,734.0,11.623439177303617,1.0,9.378555310908643,10.237144816183726,8.0,0.160334050655365,4.0,4.0,1.0
189,4.0,22.0,126.0,6.0,14.0,11.500852895319047,1.0,9.386146577975612,10.114558534199157,4.0,-0.75676029920578,3.0,3.0,0.0
190,4.0,22.0,126.0,6.0,14.0,11.69083095229737,1.0,9.372335061933025,10.304536591177479,4.0,-1.99229860305786,4.0,5.0,0.0
191,4.0,22.0,126.0,6.0,14.0,11.002099841204238,1.0,9.477270809858155,9.615805480084347,3.0,-1.0675402879715,4.0,8.0,0.0
192,4.0,22.0,126.0,6.0,14.0,11.661345461867171,1.0,9.372335061933025,10.27505110074728,1.0,-0.778036713600159,4.0,4.0,0.0
193,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.479583334296064,10.373491196683027,2.0,-0.917646586894989,4.0,3.0,0.0
194,4.0,22.0,126.0,6.0,14.0,11.19437173908054,1.0,9.479583334296064,9.80807737796065,15.0,-0.931893169879913,4.0,1.0,0.0
195,4.0,38.0,366.0,54.0,734.0,11.589886523766994,1.0,9.364325039088394,10.203592162647103,4.0,-0.214422792196274,3.0,3.0,1.0
196,4.0,22.0,126.0,6.0,14.0,11.472103460515864,1.0,9.351562111525116,10.085809099395973,1.0,-2.63089871406555,2.0,1.0,0.0
197,4.0,22.0,126.0,6.0,14.0,11.572033425331465,1.0,9.442321273064106,10.185739064211575,3.0,0.0821445137262344,3.0,4.0,0.0
198,4.0,22.0,126.0,6.0,14.0,11.512925464970229,1.0,9.364052380367463,10.126631103850338,2.0,-1.08055782318115,3.0,4.0,0.0
199,4.0,22.0,126.0,6.0,14.0,11.790557187118896,1.0,9.364052380367463,10.404262825999005,1.0,-0.486374318599701,4.0,4.0,0.0
200,4.0,22.0,126.0,6.0,14.0,11.429543835299125,1.0,9.378584138265603,10.043249474179234,3.0,-2.33470749855042,4.0,4.0,0.0
201,4.0,38.0,366.0,54.0,734.0,12.736712677205684,1.0,9.386303375673533,11.350418316085793,7.0,1.39615678787231,4.0,7.0,1.0
202,4.0,22.0,126.0,6.0,14.0,11.386454777972684,1.0,9.439079562768203,10.000160416852793,3.0,0.548997402191162,4.0,7.0,0.0
203,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.364052380367463,10.434115831647542,1.0,-0.818149864673615,4.0,3.0,0.0
204,4.0,22.0,126.0,6.0,14.0,11.589886523766994,1.0,9.378584138265603,10.203592162647103,7.0,-0.655020713806152,2.0,2.0,0.0
205,4.0,22.0,126.0,6.0,14.0,11.695247021764184,1.0,9.2972466846724,10.308952660644293,2.0,0.400146961212158,4.0,6.0,0.0
206,4.0,38.0,366.0,54.0,734.0,12.388394202324129,1.0,9.312278649223563,11.002099841204238,3.0,-0.126113682985306,3.0,8.0,1.0
207,4.0,22.0,126.0,6.0,14.0,12.434004746985153,1.0,9.227639868295602,11.047710385865262,3.0,-0.707847118377686,4.0,2.0,0.0
208,4.0,38.0,366.0,54.0,734.0,12.542544882151386,1.0,9.305645141289707,11.156250521031495,2.0,1.36406910419464,5.0,8.0,1.0
209,4.0,38.0,366.0,54.0,734.0,11.623439177303617,1.0,9.333124202967321,10.237144816183726,1.0,0.941713571548462,4.0,4.0,1.0
210,4.0,38.0,366.0,54.0,734.0,12.301382825334498,1.0,9.357083204308605,10.915088464214607,3.0,1.3127685785293601,7.0,7.0,1.0
211,4.0,38.0,366.0,54.0,734.0,11.184421404620931,1.0,9.365780099197481,9.79812704350104,1.0,0.856665909290314,7.0,8.0,1.0
212,4.0,38.0,366.0,54.0,734.0,10.93310697397476,1.0,9.417742275322874,9.54681261285487,1.0,0.978673934936523,5.0,4.0,1.0
213,4.0,22.0,126.0,6.0,14.0,12.388394202324129,1.0,9.340769363342446,11.002099841204238,2.0,-0.541918992996216,4.0,3.0,0.0
214,4.0,22.0,126.0,6.0,14.0,11.843667032363344,1.0,9.442901792180532,10.457372671243453,4.0,-1.98735368251801,4.0,6.0,0.0
215,4.0,22.0,126.0,6.0,14.0,11.980425966388006,1.0,9.38034106258595,10.594131605268116,4.0,0.0827163606882095,4.0,6.0,0.0
216,4.0,22.0,126.0,6.0,14.0,11.980425966388006,1.0,9.364530943545008,10.594131605268116,4.0,0.452685326337814,4.0,6.0,0.0
217,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.364530943545008,10.46310334047155,3.0,-1.52206540107727,4.0,6.0,0.0
218,4.0,38.0,366.0,54.0,734.0,12.206072645530174,1.0,9.399269209108784,10.819778284410283,2.0,0.910606741905212,5.0,6.0,1.0
219,4.0,38.0,366.0,54.0,734.0,12.206072645530174,1.0,9.37562316502767,10.819778284410283,3.0,1.13043940067291,4.0,6.0,1.0
220,4.0,22.0,126.0,6.0,14.0,11.982929094215963,1.0,9.336783180639294,10.596634733096073,1.0,-0.359951972961426,7.0,5.0,0.0
221,4.0,22.0,126.0,6.0,14.0,11.472103460515864,1.0,9.358242835825106,10.085809099395973,3.0,-1.38968205451965,3.0,3.0,0.0
222,4.0,22.0,126.0,6.0,14.0,11.472103460515864,1.0,9.32505094071089,10.085809099395973,3.0,-1.00785624980927,3.0,3.0,0.0
223,4.0,22.0,126.0,6.0,14.0,11.512925464970229,1.0,9.336783180639294,10.126631103850338,1.0,0.360866725444794,3.0,4.0,0.0
224,4.0,22.0,126.0,6.0,14.0,11.512925464970229,1.0,9.32569755869694,10.126631103850338,2.0,-0.334327936172485,4.0,4.0,0.0
225,4.0,22.0,126.0,6.0,14.0,11.695247021764184,1.0,9.344779477696422,10.308952660644293,2.0,0.492907077074051,4.0,4.0,0.0
226,4.0,22.0,126.0,6.0,14.0,11.348050824029226,1.0,9.358242835825106,9.961756462909335,3.0,0.068956732749939,4.0,4.0,0.0
227,4.0,22.0,126.0,6.0,14.0,11.661345461867171,1.0,9.358242835825106,10.27505110074728,5.0,0.237742871046066,4.0,4.0,0.0
228,4.0,38.0,366.0,54.0,734.0,11.790557187118896,1.0,9.32505094071089,10.404262825999005,3.0,1.46700036525726,7.0,6.0,1.0
229,4.0,22.0,126.0,6.0,14.0,11.582451508047162,1.0,9.446599465452849,10.196157146927273,3.0,0.133962541818619,4.0,4.0,0.0
230,4.0,38.0,366.0,54.0,734.0,11.790557187118896,1.0,9.32505094071089,10.404262825999005,3.0,1.4943767786026,4.0,7.0,1.0
231,4.0,22.0,126.0,6.0,14.0,11.726681062362932,1.0,9.336783180639294,10.340386701243041,6.0,-0.375687181949615,4.0,4.0,0.0
232,4.0,22.0,126.0,6.0,14.0,11.726681062362932,1.0,9.336783180639294,10.340386701243041,6.0,-0.65202784538269,4.0,4.0,0.0
233,4.0,22.0,126.0,6.0,14.0,11.982929094215963,1.0,9.336783180639294,10.596634733096073,1.0,-0.127156317234039,7.0,7.0,0.0
234,4.0,38.0,366.0,54.0,734.0,12.301382825334498,1.0,9.312214336059368,10.915088464214607,3.0,1.01087021827698,4.0,6.0,1.0
235,4.0,38.0,366.0,54.0,734.0,12.301382825334498,1.0,9.279630834972075,10.915088464214607,1.0,1.23973321914673,8.0,8.0,1.0
236,4.0,22.0,126.0,6.0,14.0,11.736608345307696,1.0,9.279630834972075,10.350313984187805,5.0,0.0976766496896744,5.0,5.0,0.0
237,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.311035289034304,10.46310334047155,1.0,-0.975320219993591,4.0,4.0,0.0
238,4.0,38.0,366.0,54.0,734.0,12.542544882151386,1.0,9.263972126904658,11.156250521031495,2.0,1.17239117622375,7.0,7.0,1.0
239,4.0,38.0,366.0,54.0,734.0,11.385092115134762,1.0,9.318561472695668,9.998797754014872,3.0,0.192046493291855,6.0,6.0,1.0
240,4.0,22.0,126.0,6.0,14.0,11.62625413324733,1.0,9.347623584055892,10.23995977212744,2.0,0.16577085852623,4.0,4.0,0.0
241,4.0,22.0,126.0,6.0,14.0,11.227906507401563,1.0,9.398239387369182,9.841612146281673,1.0,0.279344379901886,5.0,6.0,0.0
242,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.266595293122307,10.373491196683027,3.0,-0.404336273670197,4.0,6.0,0.0
243,4.0,22.0,126.0,6.0,14.0,12.206072645530174,1.0,9.246773547577158,10.819778284410283,5.0,0.353869378566742,4.0,7.0,0.0
244,4.0,22.0,126.0,6.0,14.0,12.206072645530174,1.0,9.246773547577158,10.819778284410283,1.0,-0.284460425376892,8.0,8.0,0.0
245,4.0,38.0,366.0,54.0,734.0,11.892975599708302,1.0,9.275852790285557,10.506681238588412,1.0,1.4341796636581399,6.0,7.0,1.0
246,4.0,38.0,366.0,54.0,734.0,11.69083095229737,1.0,9.25549440864626,10.304536591177479,2.0,0.815645575523376,4.0,5.0,1.0
247,4.0,22.0,126.0,6.0,14.0,12.301382825334498,1.0,9.275852790285557,10.915088464214607,5.0,0.342649042606354,8.0,8.0,0.0
248,4.0,22.0,126.0,6.0,14.0,11.661345461867171,1.0,9.494483930609393,10.27505110074728,1.0,0.811291515827179,3.0,4.0,0.0
249,4.0,22.0,126.0,6.0,14.0,11.805475691709788,1.0,9.495954231347143,10.419181330589897,3.0,-2.0184645652771,2.0,2.0,0.0
250,4.0,38.0,366.0,54.0,734.0,11.759785557802916,1.0,9.501125842215933,10.373491196683027,1.0,1.46487832069397,4.0,4.0,1.0
251,4.0,22.0,126.0,6.0,14.0,11.904967565633743,1.0,9.513737854851634,10.518673204513853,2.0,-0.677951395511627,4.0,4.0,0.0
252,4.0,22.0,126.0,6.0,14.0,12.206072645530174,1.0,9.495954231347143,10.819778284410283,2.0,-0.833567917346954,4.0,4.0,0.0
253,4.0,22.0,126.0,6.0,14.0,11.289781913656018,1.0,9.501125842215933,9.903487552536127,3.0,-2.47550654411316,2.0,3.0,0.0
254,4.0,22.0,126.0,6.0,14.0,11.289781913656018,1.0,9.495954231347143,9.903487552536127,3.0,-2.10415840148926,2.0,3.0,0.0
255,4.0,22.0,126.0,6.0,14.0,11.247135324503784,1.0,9.501125842215933,9.860840963383893,2.0,-0.220504447817802,4.0,4.0,0.0
256,4.0,22.0,126.0,6.0,14.0,11.512925464970229,1.0,9.603507682477401,10.126631103850338,3.0,-1.20277464389801,3.0,3.0,0.0
257,4.0,22.0,126.0,6.0,14.0,11.551175352577857,1.0,9.416672917531319,10.164880991457967,1.0,0.149123579263687,4.0,3.0,0.0
258,4.0,38.0,366.0,54.0,734.0,12.070939978525303,1.0,9.416672917531319,10.684645617405412,2.0,0.144397780299187,7.0,7.0,1.0
259,4.0,22.0,126.0,6.0,14.0,11.238488606720122,1.0,9.450103304322248,9.85219424560023,1.0,-1.43333148956299,4.0,4.0,0.0
260,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.439841155614461,10.373491196683027,2.0,0.511671900749207,4.0,4.0,0.0
261,4.0,22.0,126.0,6.0,14.0,11.552146187293456,1.0,9.407943896728254,10.165851826173565,3.0,-0.68511962890625,3.0,7.0,0.0
262,4.0,22.0,126.0,6.0,14.0,11.608235644774552,1.0,9.450103304322248,10.221941283654663,2.0,0.494049400091171,4.0,4.0,0.0
263,4.0,38.0,366.0,54.0,734.0,11.695247021764184,1.0,9.450103304322248,10.308952660644293,1.0,1.2452198266983001,4.0,4.0,1.0
264,4.0,22.0,126.0,6.0,14.0,11.982929094215963,1.0,9.4904913551152,10.596634733096073,3.0,-2.23866844177246,4.0,4.0,0.0
265,4.0,22.0,126.0,6.0,14.0,11.525644215909029,1.0,9.403974011636445,10.139349854789138,5.0,0.0179683081805706,4.0,8.0,0.0
266,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.450103304322248,10.46310334047155,2.0,0.497261375188828,4.0,4.0,0.0
267,4.0,22.0,126.0,6.0,14.0,11.512925464970229,1.0,9.450103304322248,10.126631103850338,3.0,0.937468945980072,8.0,6.0,0.0
268,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.39890052104311,10.373491196683027,1.0,-0.698117792606354,4.0,6.0,0.0
269,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.402721145676274,10.373491196683027,4.0,0.317229092121124,4.0,4.0,0.0
270,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.407972451761923,10.434115831647542,2.0,-1.17473924160004,4.0,4.0,0.0
271,4.0,22.0,126.0,6.0,14.0,11.551175352577857,1.0,9.397285400723732,10.164880991457967,2.0,1.09741270542145,4.0,3.0,0.0
272,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.409273194985694,10.237144816183726,6.0,-0.466220259666443,4.0,4.0,0.0
273,4.0,38.0,366.0,54.0,734.0,12.122691015859072,1.0,9.397285400723732,10.736396654739181,1.0,0.749292135238647,7.0,8.0,1.0
274,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.409273194985694,10.434115831647542,3.0,0.453074425458908,4.0,6.0,0.0
275,4.0,22.0,126.0,6.0,14.0,11.931635787280065,1.0,9.409273194985694,10.545341426160176,3.0,0.247527524828911,4.0,3.0,0.0
276,4.0,22.0,126.0,6.0,14.0,11.931635787280065,1.0,9.402721145676274,10.545341426160176,3.0,-1.57669925689697,4.0,3.0,0.0
277,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.402721145676274,10.237144816183726,2.0,-1.71299648284912,4.0,4.0,0.0
278,4.0,22.0,126.0,6.0,14.0,11.472103460515864,1.0,9.402721145676274,10.085809099395973,2.0,-1.72254371643066,4.0,6.0,0.0
279,4.0,38.0,366.0,54.0,734.0,11.695247021764184,1.0,9.407972451761923,10.308952660644293,1.0,1.3573634624481201,5.0,8.0,1.0
280,4.0,38.0,366.0,54.0,734.0,11.592465269109367,1.0,9.397285400723732,10.206170907989476,11.0,1.06244683265686,2.0,5.0,1.0
281,4.0,22.0,126.0,6.0,14.0,11.00509533148454,1.0,9.402721145676274,9.61880097036465,4.0,-0.911456406116486,5.0,2.0,0.0
282,4.0,38.0,366.0,54.0,734.0,11.572033425331465,1.0,9.47351255814013,10.185739064211575,4.0,1.29134500026703,3.0,4.0,1.0
283,4.0,22.0,126.0,6.0,14.0,12.007621683545986,1.0,9.52925399346568,10.621327322426096,3.0,0.397609084844589,4.0,4.0,0.0
284,4.0,38.0,366.0,54.0,734.0,11.512925464970229,1.0,9.437953922253227,10.126631103850338,2.0,-0.0638671070337296,4.0,4.0,1.0
285,4.0,22.0,126.0,6.0,14.0,11.127262977145932,1.0,9.424591953274467,9.740968616026041,2.0,-0.643740832805634,4.0,5.0,0.0
286,4.0,22.0,126.0,6.0,14.0,11.53272807356691,1.0,9.424591953274467,10.146433712447019,11.0,-0.377505093812943,4.0,4.0,0.0
287,4.0,22.0,126.0,6.0,14.0,11.284769376624809,1.0,9.444306546960128,9.898475015504918,6.0,0.780500888824463,3.0,4.0,0.0
288,4.0,22.0,126.0,6.0,14.0,11.429543835299125,1.0,9.428627448393168,10.043249474179234,8.0,-0.0480857491493225,2.0,3.0,0.0
289,4.0,22.0,126.0,6.0,14.0,11.759785557802916,1.0,9.428821788190021,10.373491196683027,1.0,-0.294685035943985,4.0,4.0,0.0
290,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.52925399346568,10.434115831647542,6.0,-0.380659490823746,4.0,4.0,0.0
291,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.424591953274467,10.434115831647542,6.0,-1.65167737007141,4.0,4.0,0.0
292,4.0,22.0,126.0,6.0,14.0,11.483702595295433,1.0,9.444306546960128,10.097408234175543,4.0,0.40274053812027,4.0,4.0,0.0
293,4.0,22.0,126.0,6.0,14.0,11.589886523766994,1.0,9.5460420963518,10.203592162647103,4.0,-0.85710597038269,4.0,4.0,0.0
294,4.0,22.0,126.0,6.0,14.0,11.982929094215963,1.0,9.52925399346568,10.596634733096073,3.0,1.3544394969940199,4.0,3.0,0.0
295,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.52925399346568,10.46310334047155,1.0,-0.0725423097610474,4.0,4.0,0.0
296,4.0,38.0,366.0,54.0,734.0,11.759785557802916,1.0,9.416120197297044,10.373491196683027,6.0,1.01487708091736,6.0,6.0,1.0
297,4.0,38.0,366.0,54.0,734.0,12.144197251957559,1.0,9.424591953274467,10.757902890837668,2.0,1.46570372581482,3.0,4.0,1.0
298,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.29549826440161,10.237144816183726,5.0,-1.59240651130676,4.0,4.0,0.0
299,4.0,22.0,126.0,6.0,14.0,11.982929094215963,1.0,9.29549826440161,10.596634733096073,3.0,-1.00092208385468,4.0,4.0,0.0
300,4.0,22.0,126.0,6.0,14.0,11.289781913656018,1.0,9.288276858133317,9.903487552536127,5.0,0.14607934653759,4.0,7.0,0.0
301,4.0,38.0,366.0,54.0,734.0,11.623439177303617,1.0,9.288643105608141,10.237144816183726,1.0,-1.9023565053939802,4.0,4.0,1.0
302,4.0,22.0,126.0,6.0,14.0,11.695247021764184,1.0,9.287551381684334,10.308952660644293,2.0,0.142198070883751,4.0,4.0,0.0
303,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.318642835800578,10.46310334047155,0.0,-0.662340998649597,4.0,3.0,0.0
304,4.0,38.0,366.0,54.0,734.0,12.100712129872347,1.0,9.318703180229294,10.714417768752456,2.0,1.1138801574707,6.0,6.0,1.0
305,4.0,22.0,126.0,6.0,14.0,11.695247021764184,1.0,9.351696457233258,10.308952660644293,0.0,-0.0460378751158714,4.0,3.0,0.0
306,4.0,22.0,126.0,6.0,14.0,11.31934068812064,1.0,9.358305116996803,9.93304632700075,3.0,-0.47020760178566,1.0,2.0,0.0
307,4.0,22.0,126.0,6.0,14.0,11.62625413324733,1.0,9.324445496365644,10.23995977212744,1.0,-1.70923364162445,4.0,6.0,0.0
308,4.0,38.0,366.0,54.0,734.0,11.69083095229737,1.0,9.33588051073004,10.304536591177479,5.0,0.524197340011597,4.0,5.0,1.0
309,4.0,22.0,126.0,6.0,14.0,11.387135440742584,1.0,9.361723520123862,10.000841079622694,1.0,-0.643790304660797,3.0,3.0,0.0
310,4.0,38.0,366.0,54.0,734.0,11.790557187118896,1.0,9.33588051073004,10.404262825999005,1.0,0.775399029254913,4.0,4.0,1.0
311,4.0,22.0,126.0,6.0,14.0,11.467928093054091,1.0,9.351696457233258,10.0816337319342,2.0,-0.0887161567807198,6.0,3.0,0.0
312,4.0,38.0,366.0,54.0,734.0,12.206072645530174,1.0,9.324445496365644,10.819778284410283,2.0,-0.236184254288673,6.0,7.0,1.0
313,4.0,38.0,366.0,54.0,734.0,10.869710661142067,1.0,9.397147869965284,9.483416300022176,1.0,1.60771679878235,4.0,3.0,1.0
314,4.0,22.0,126.0,6.0,14.0,11.184421404620931,1.0,9.33588051073004,9.79812704350104,2.0,-0.741520524024963,3.0,3.0,0.0
315,4.0,22.0,126.0,6.0,14.0,11.728036813823486,1.0,9.43135804709008,10.341742452703595,1.0,-0.823846459388733,6.0,4.0,0.0
316,4.0,38.0,366.0,54.0,734.0,11.853955806323775,1.0,9.324445496365644,10.467661445203886,1.0,-0.719100296497345,5.0,7.0,1.0
317,4.0,38.0,366.0,54.0,734.0,12.100712129872347,1.0,9.33588051073004,10.714417768752456,2.0,1.19045829772949,4.0,8.0,1.0
318,4.0,38.0,366.0,54.0,734.0,11.88861844356455,1.0,9.33588051073004,10.502324082444659,2.0,1.4232302904129,4.0,4.0,1.0
319,4.0,22.0,126.0,6.0,14.0,11.338572089178717,1.0,9.361723520123862,9.952277728058826,1.0,0.147703766822815,4.0,4.0,0.0
320,4.0,38.0,366.0,54.0,734.0,11.495808742513914,1.0,9.332186246316775,10.109514381394023,3.0,1.06860256195068,3.0,3.0,1.0
321,4.0,38.0,366.0,54.0,734.0,12.206072645530174,1.0,9.326415276567653,10.819778284410283,1.0,1.33549225330353,8.0,7.0,1.0
322,4.0,38.0,366.0,54.0,734.0,11.759785557802916,1.0,9.463499431223573,10.373491196683027,5.0,0.971348881721497,7.0,7.0,1.0
323,4.0,38.0,366.0,54.0,734.0,11.728036813823486,1.0,9.405924315922677,10.341742452703595,5.0,1.04251873493195,7.0,7.0,1.0
324,4.0,22.0,126.0,6.0,14.0,12.206072645530174,1.0,9.394466223929356,10.819778284410283,3.0,-0.335381150245667,4.0,4.0,0.0
325,4.0,22.0,126.0,6.0,14.0,11.279731587435592,1.0,9.210340371976184,9.8934372263157,1.0,0.600601315498352,3.0,3.0,0.0
326,4.0,38.0,366.0,54.0,734.0,11.52089362705056,1.0,9.372335061933025,10.13459926593067,0.0,1.56832337379456,4.0,4.0,1.0
327,4.0,22.0,126.0,6.0,14.0,11.551175352577857,1.0,9.394466223929356,10.164880991457967,1.0,0.76401960849762,4.0,3.0,0.0
328,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.39738027430241,10.237144816183726,1.0,0.554429650306702,4.0,4.0,0.0
329,4.0,22.0,126.0,6.0,14.0,11.728036813823486,1.0,9.289448122120055,10.341742452703595,1.0,0.225243628025055,4.0,3.0,0.0
330,4.0,22.0,126.0,6.0,14.0,11.572033425331465,1.0,9.2883098011582,10.185739064211575,3.0,-1.66366231441498,3.0,4.0,0.0
331,4.0,22.0,126.0,6.0,14.0,11.572033425331465,1.0,9.289448122120055,10.185739064211575,3.0,-0.196750074625015,3.0,4.0,0.0
332,4.0,22.0,126.0,6.0,14.0,11.52089362705056,1.0,9.318561472695668,10.13459926593067,3.0,-0.77591347694397,4.0,4.0,0.0
333,4.0,22.0,126.0,6.0,14.0,11.551175352577857,1.0,9.290980533986627,10.164880991457967,1.0,-0.480038672685623,4.0,3.0,0.0
334,4.0,22.0,126.0,6.0,14.0,11.289781913656018,1.0,9.318561472695668,9.903487552536127,2.0,-1.01324570178986,4.0,4.0,0.0
335,4.0,22.0,126.0,6.0,14.0,12.179728646691409,1.0,9.361230669013828,10.793434285571518,5.0,-1.37601137161255,7.0,4.0,0.0
336,4.0,22.0,126.0,6.0,14.0,11.695247021764184,1.0,9.5460420963518,10.308952660644293,8.0,-0.484594881534576,1.0,1.0,0.0
337,4.0,38.0,366.0,54.0,734.0,11.451050071397614,1.0,9.428627448393168,10.064755710277723,2.0,1.35071325302124,7.0,8.0,1.0
338,4.0,38.0,366.0,54.0,734.0,12.16525064107581,1.0,9.43844320527662,10.778956279955919,6.0,0.95118248462677,4.0,7.0,1.0
339,4.0,22.0,126.0,6.0,14.0,12.16525064107581,1.0,9.424591953274467,10.778956279955919,6.0,0.264115244150162,4.0,7.0,0.0
340,4.0,22.0,126.0,6.0,14.0,12.16525064107581,1.0,9.416120197297044,10.778956279955919,6.0,-0.375772207975388,7.0,7.0,0.0
341,4.0,22.0,126.0,6.0,14.0,11.503682882833271,1.0,9.52925399346568,10.11738852171338,3.0,0.208812847733498,4.0,4.0,0.0
342,4.0,22.0,126.0,6.0,14.0,11.249168242987128,1.0,9.52925399346568,9.862873881867237,2.0,-1.94145083427429,4.0,4.0,0.0
343,4.0,22.0,126.0,6.0,14.0,11.343322687363722,1.0,9.5460420963518,9.957028326243831,2.0,0.502537846565247,4.0,4.0,0.0
344,4.0,38.0,366.0,54.0,734.0,11.84939770159144,1.0,9.416120197297044,10.46310334047155,4.0,1.35177659988403,6.0,4.0,1.0
345,4.0,22.0,126.0,6.0,14.0,11.472103460515864,1.0,9.424591953274467,10.085809099395973,1.0,0.170119911432266,5.0,3.0,0.0
346,4.0,22.0,126.0,6.0,14.0,11.84939770159144,1.0,9.424591953274467,10.46310334047155,5.0,0.309360235929489,3.0,4.0,0.0
347,4.0,22.0,126.0,6.0,14.0,11.728036813823486,1.0,9.424591953274467,10.341742452703595,2.0,0.210392609238625,3.0,3.0,0.0
348,4.0,38.0,366.0,54.0,734.0,11.623439177303617,1.0,9.397629997461712,10.237144816183726,4.0,0.14191347360611,4.0,4.0,1.0
349,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.396017995322357,10.237144816183726,2.0,0.153174892067909,4.0,4.0,0.0
350,4.0,38.0,366.0,54.0,734.0,10.71796701224506,1.0,9.399020832772797,9.331672651125169,5.0,1.16713881492615,6.0,7.0,1.0
351,4.0,22.0,126.0,6.0,14.0,11.420810163514076,1.0,9.371673648841696,10.034515802394186,3.0,0.470265775918961,4.0,4.0,0.0
352,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.393180282788745,10.237144816183726,1.0,-0.491533845663071,4.0,4.0,0.0
353,4.0,38.0,366.0,54.0,734.0,11.930529792056104,1.0,9.395989715694459,10.544235430936213,2.0,1.11620008945465,7.0,7.0,1.0
354,4.0,22.0,126.0,6.0,14.0,11.572033425331465,1.0,9.397629997461712,10.185739064211575,2.0,0.411640971899033,3.0,4.0,0.0
355,4.0,22.0,126.0,6.0,14.0,11.495808742513914,1.0,9.395989715694459,10.109514381394023,5.0,-0.234763294458389,3.0,3.0,0.0
356,4.0,22.0,126.0,6.0,14.0,11.869406784742038,1.0,9.406184361727933,10.483112423622147,3.0,1.12383937835693,4.0,8.0,0.0
357,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.371673648841696,10.237144816183726,2.0,-1.69731628894806,4.0,4.0,0.0
358,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.395989715694459,10.237144816183726,3.0,0.351829648017883,4.0,4.0,0.0
359,4.0,38.0,366.0,54.0,734.0,11.907839667349377,1.0,9.396017995322357,10.521545306229488,2.0,1.11130940914154,5.0,8.0,1.0
360,4.0,22.0,126.0,6.0,14.0,11.623439177303617,1.0,9.475478943231321,10.237144816183726,2.0,0.0119135389104486,4.0,4.0,0.0
361,4.0,22.0,126.0,6.0,14.0,11.593583382064056,1.0,9.33070282679976,10.207289020944165,2.0,-2.34570717811584,4.0,4.0,0.0
362,4.0,22.0,126.0,6.0,14.0,11.215650869653643,1.0,9.356942064800384,9.829356508533753,4.0,-1.05620539188385,4.0,4.0,0.0
363,4.0,22.0,126.0,6.0,14.0,12.29477924295581,1.0,9.413278826918543,10.90848488183592,4.0,-0.681988835334778,4.0,4.0,0.0
364,4.0,22.0,126.0,6.0,14.0,11.13195783097506,1.0,9.34419185363912,9.745663469855169,3.0,-0.808955788612366,4.0,4.0,0.0
365,4.0,22.0,126.0,6.0,14.0,12.29477924295581,1.0,9.339356418969794,10.90848488183592,3.0,-1.11968946456909,4.0,4.0,0.0
366,4.0,22.0,126.0,6.0,14.0,11.451050071397614,1.0,9.35047365230449,10.064755710277723,2.0,1.38893759250641,4.0,3.0,0.0
367,4.0,22.0,126.0,6.0,14.0,11.820410192767433,1.0,9.35047365230449,10.434115831647542,0.0,0.691777467727661,2.0,2.0,0.0
368,4.0,22.0,126.0,6.0,14.0,11.338572089178717,1.0,9.376624581868246,9.952277728058826,4.0,-1.8367556333541901,2.0,2.0,0.0
